"X1","id","name","brand","desc","categories","imgurl"
73,87,"Hornby 00 Gauge BR Peppercorn Class A1 Tornado Mainline Blue Sound Steam Locomotive","Hornby","Product Description Hornby 00 Gauge R3245TTS BR Peppercorn Class A1 Tornado Mainline Blue Sound Steam Locomotive Box Contains 1 x Steam Sound Locomotive","Hobbies","img/hobby7.jpg"
74,88,"Hornby R3125 GWR 2-8-0T Class 52XX 00 Gauge Steam Locomotive","Hornby","Product Description Great Western designed locomotive used extensively to haul the heavy coal trains from the Welsh mines to the industrial North East of England.  Later many of these locomotives were dispersed to other parts of the UK railway network.This DCC Ready locomotive is compatible with analogue train layouts but can easily be converted for use on a DCC (digital) layout. This loco is DCC Ready meaning they feature a special socket ready to receive a DCC Decoder. To convert this locomotive for use on a DCC layout one of the following digital decoder chips are required R8245 Sapphire Decoder or R8249 V1 3 NMRA Loco Decoder. Once this decoder is fitted it is ready to use on a DCC layout. Box Contains 1 x locomotive","Hobbies","img/hobby5.jpg"
75,89,"Hornby 00 Gauge R3169 RailRoad GWR 4-6-0 Olton Hall 4900 Hall Class Locomotive","Hornby","Product Description RailRoad GWR 4-6-0 Olton Hall 4900 Hall Class Box Contains 1x Locomotive","Hobbies","img/hobby7.jpg"
76,90,"Graham Farish 374-807 BR Mk1 RFO Restaurant Car Crimson & Cream","Graham Farish","Suitable for the following scale(s): N Scale","Hobbies","img/hobby4.jpg"
77,91,"30 Ton Bogie Bolster BR Grey With Steel Pipes","RAILWAY - BACHMANN","Suitable for the following scale(s): OO ScaleEra 4/5.","Hobbies","img/hobby2.jpg"
78,92,"Hornby R3162A BR 2-BIL 2 Car EMU Pack","Hornby","Suitable for the following scale(s): OO ScaleThe Southern Railway (SR) was established in 1923 linking London with the Channel ports South West England South coast resorts in Kent. It was the smallest of the Big Four railway regions with most of its revenue coming from passenger traffic rather than freight in the more densely populated region of southern England. A number of famous named trains were operated by SR including the Brighton Belle Bournemouth Belle Golden Arrow the Night Ferry (London - Paris and Brussels) Atlantic Coast Express and the Devon Belle. Both Richard Maunsell and Oliver Bulleid served as Chief Mechanical Engineers to the SR between 1923 and 1948 and both designed new locomotives and rolling stock to replace those inherited in 1923. The electrification of the region began in 1929 under the management of Sir Herbert Walker. On completion it was the worlds largest electrified railway system. Southern Railway gave the designation 2-BIL to the DC third rail electric multiple units built during the 1930s. The formation was a 2-car set: MBTL-DTCL and were called 2-BIL (2-car Bi-Lavatory stock) because each set had two lavatories one in each car. They were built to work long distance semi-fast services on the newly electrified lines from London to Eastbourne Portsmouth and Reading. Between 1935 and 1938 a total of 152 sets of the Class 2-BIL were built in 4 batches and were numbered 2001-2152. Numbers 2001-2010 in 1935 for service on the London to Eastbourne sector. Numbers 2011-2048 in 1936 for the London Waterloo to Alton and Portsmouth slow service. Numbers 2049-2116 in 1937 for the Portsmouth to Bognor Regis service and numbers 2117-2152 in 1938 for the London Waterloo to Reading route.","Hobbies","img/hobby7.jpg"
79,93,"Ratio 610 GWR 4 wheel 3rd class 5 compartment coach","Ratio","Suitable for the following scale(s): OO Scale","Hobbies","img/hobby7.jpg"
80,94,"Hornby 00 Gauge 152mm BR 0-6-2T Steam Locomotive Model","Hornby","Product Description Hornby Class N2 DCC Ready 00 Gauge BR 0-6-2T steam locomotive train model. These spritely suburban passenger locomotives designed by Sir Nigel Gresley were first introduced on to the Great Northern Railway in November 1920. The majority of the class were working out of London Kings Cross and Moorgate however some would have been seen in the Glasgow area. Only one of the class survives. Class: N2 designer: sir nigel gresley entered service: 1920 number built: 107 purpose: suburban passenger wheel configuration: 0-6-2T length: 152mm motor: 5 pole skew wound DCC ready: DCC ready livery: BR (late) finish: pristine. Box Contains 1x Locomotive Model","Hobbies","img/hobby3.jpg"
81,95,"Power Trains 2 Pack - Graffiti Freight","Power Trains","Collectible cars that are perfect for any Power Trains collection. Completely compatible works on all track and with all engines.","Hobbies","img/hobby4.jpg"
82,96,"Carousel Wooden Train Set (100 Piece)","Carousel","This sustainably sourced wooden Carousel train set guarantees hours of fun for all the family with an assortment of different track formations bridges to build plus trains and carriages to race around the track. Its compatible with other kinds of wooden sets too so you can mix and match. Warning: Suitable from 3 years. Not suitable for children under 36 months - contains small parts which could be swallowed. Height 30.5cm Width 45.7cm Depth 10.2cm. Weight 2.75kg.","Hobbies","img/hobby9.jpg"
83,97,"Hornby Model Railway Railroad 0-4-0 Transatlanic Industries Train OO Gauge R3212","Hornby","Product Description Hornby RailRoad 0-4-0 Transatlantic Industries 00 gauge steam locomotive model. Safety Warning: This product is not suitable for children under 3 years because of small parts which could present a choking hazard. Some components have functional sharp edges. Handle with care. Only use this product with the recommended transformer. Made in China. Box Contains 1x Steam Locomotive Model","Hobbies","img/hobby8.jpg"
84,98,"Piko 36165 35mm Metal Wheels (2 Axles)","Piko","Suitable for the following scale(s): G Scale","Hobbies","img/hobby3.jpg"
85,99,"Hornby 00 Gauge R3231 BR 0-6-0 J15 Class - Early BR Steam Locomotive","Hornby","Product Description BR 0-6-0 J15 Class - Early BR Box Contains 1x Steam Locomotive","Hobbies","img/hobby4.jpg"
86,100,"TRIX T23228","Trix","Suitable for the following scale(s): HO Scale2008 Extra New Item","Hobbies","img/hobby9.jpg"
87,101,"Coal Imitation 00 Gauge","Peptim Scenics","Coal made from a carefully graded vitreous material. Will not fade or degrade non flammable and odour free. ideal for OO as the grain size scales to 4.5-6 inches (1.5 - 2.0 mm) the normal size for hand stoking.","Hobbies","img/hobby6.jpg"
88,102,"Walthers Trainline 931-1676 TL 50 PD Boxcar ATSF","Walthers Trainline","Suitable for the following scale(s): HO ScaleTL 50 PD Boxcar ATSF1Walthers Trainline","Hobbies","img/hobby3.jpg"
89,103,"Preiser 30411 Horse Drawn Box Wagon","Preiser","Suitable for the following scale(s): HO Scale","Hobbies","img/hobby8.jpg"
90,104,"Series 225-5000 [Kansai Airport Kishu-ji Rapid Service] (4-Car Set) (Model Train)","Kato","N-gauge 1/150 scale","Hobbies","img/hobby4.jpg"
91,105,"Lightweight HyDroc","Woodland Scenics","Lightweight Hydrocal has been specially formulated for terrain model builders. It is half the weight of Hydrocal and goes twice as far. It is the tough quick-setting product you will prefer. Use it for casting rocks creating a hard shell terrain filling in around castings and as an adhesive.","Hobbies","img/hobby9.jpg"
92,106,"Hornby 00 Gauge R4526 RailRoad Night Mail Operating Mail - GWR Chocolate and Cream Coach","Hornby","Product Description RailRoad Night Mail Operating Mail Coach Box Contains 1x Coach","Hobbies","img/hobby6.jpg"
93,107,"Hornby West Coast Highlander","Hornby","Bring the history of the railways to life with the Hornby West Coast Highlander. Relive the golden age when this freight train chugged across the British countryside delivering goods to rural towns and villages. Great for youngsters and enthusiasts alike this detailed set includes: 4-Wheel locomotive 4 x Cargo wagons 160 x 128cm TrakMat 155 x 113cm Oval track Accessories including telegraph poles water pump signals and sheds Standard train controller with mains power supply Suitable for rail lovers aged six and up.","Hobbies","img/hobby1.jpg"
94,108,"Ratio 476 LMS Round Post Signal Kits","Ratio","Suitable for the following scale(s): OO ScaleMakes 4 signals & 4 ground signals","Hobbies","img/hobby4.jpg"
95,109,"Roco 64722 OBB Railjet Economy Coach V","Roco","Suitable for the following scale(s): HO Scale","Hobbies","img/hobby2.jpg"
96,110,"N gauge 10-1221 E7 system Hokuriku Shinkansen basic set (3 cars)","Kato","Suitable for the following scale(s): N Scale","Hobbies","img/hobby9.jpg"
97,111,"BR Mk1 SLF Sleeper Car Maroon","RAILWAY - BACHMANN","Suitable for the following scale(s): OO Scale","Hobbies","img/hobby2.jpg"
98,112,"Kato 23-233 Wooden Station & Buildings","Kato","Suitable for the following scale(s): N ScaleWhat a wonderful world... and now the wonderful world of Unitrack can be even more realistic with the addition of our quality structures! Bring your layout to life with easily assembled scenic building kits and pre-made building models! Easily customizable modifiable and great looking on any layout Kato Structures will have you looking at scenery in a whole new way.","Hobbies","img/hobby5.jpg"
99,113,"Peco ST-3 Setrack 1st Radius Standard Curve","Peco","Suitable for the following scale(s): N ScaleStandard curve No.1 radius 228mm. 22.5 degree angle 16 per circle.","Hobbies","img/hobby4.jpg"
100,114,"Hornby R3060 RailRoad BR Tornado Class A1 00 Gauge Steam Locomotive","Hornby","Product Description 60163 Tornado is a main-line steam locomotive built in Darlington England. Completed in 2008 Tornado was the first such locomotive built in the United Kingdom since Evening Star the last steam locomotive built by British Railways in 1960. Designed to meet modern safety and certification standards Tornado runs on the UK rail network and on mainline-connected heritage railways.The locomotive was built by the A1 Steam Locomotive Trust a charitable trust founded in 1990 to build Tornado and possibly further locomotives. Tornado was conceived as an evolution of the LNER Peppercorn Class A1 class incorporating improvements likely had steam continued and changes for cost safety manufacturing and operational benefits while replicating the original designs sound and appearance. Tornado completely new-built is considered the 50th Peppercorn A1 numbered next in the class after 60162 Saint Johnstoun built in 1949.Tornado moved under her own power for the first time on 29 July 2008 at Darlington and then spent two months at the preserved Great Central Railway double-track tourist railway in Loughborough where she was tested up to 60 mph (97 km/h) and operated her first passenger train. Tornado then moved to the National Railway Museum (NRM) in York for three test runs on the main line up to 75 mph (121 km/h). After repainting into LNER Apple Green Tornado was approved for main-line passenger operation. On 31 January 2009 she hauled her first passenger trip on the main line The Peppercorn Pioneer from York to Newcastle and back. By hauling various A1 Trust railtours charters and other activities Tornado will begin to recoup the estimated £800000 debt from the project which cost around £3 million.The new Hornby model is represented in the familiar Apple Green of the early British Railways colour scheme.Young or old keen modeller or just a beginner the Hornby RailRoad range answers the needs of many and is a perfect complement to the variety of locomotives rolling stock track buildings and accessories that can be found in the current Hornby catalogue. Devoid of easily damaged detail parts the suitably livered RailRoad locomotives are fitted with efficient drive mechanisms and have pickups on all drive wheels ensuring smooth running. All the RailRoad models are fitted with the standard Hornby hook and bar type couplings and will therefore easily couple to those locomotives and rolling stock in both the standard Hornby and Thomas & Friends ranges. With this in mind it is easy to see that those models that make up the Hornby RailRoad range are a simple and cost effective way of adding to a train set providing a suitable and most appropriate stepping stone into the varied and fascinating World of model railways.The introductory range offers not only a selection of individual locomotives rolling stock and accessories but an assortment of train and wagon packs ideally suited for either train set rolling stock enhancements or for those who wish to experiment and try their hands at developing their modelling techniques!This DCC Ready locomotive is compatible with analogue train layouts but can easily be converted for use on a DCC (digital) layout. This loco is DCC Ready meaning they feature a special socket ready to receive a DCC Decoder. To convert this locomotive for use on a DCC layout one of the following digital decoder chips are required R8245 Sapphire Decoder or R8249 V1 3 NMRA Loco Decoder. Once this decoder is fitted it is ready to use on a DCC layout. Box Contains 1 x locomotive","Hobbies","img/hobby9.jpg"
